Date,Hour,Minute,Lux,Float time value,Label
04/04/2023,1,30,0.09,1.5,1
05/04/2023,1,30,0.03,1.5,1
06/04/2023,1,30,0.06,1.5,1
07/04/2023,1,30,0.1,1.5,1
08/04/2023,1,30,0.11,1.5,1
02/04/2023,1,20,0.11,1.33,1
03/04/2023,1,20,0.03,1.33,1
04/04/2023,1,20,0.1,1.33,1
05/04/2023,1,20,0.03,1.33,1
06/04/2023,1,20,0.05,1.33,1
07/04/2023,1,20,0.11,1.33,1
08/04/2023,1,20,0.11,1.33,1
02/04/2023,1,10,0.1,1.17,1
03/04/2023,1,10,0.04,1.17,1
04/04/2023,1,10,0.09,1.17,1
05/04/2023,1,10,0.03,1.17,1
06/04/2023,1,10,0.05,1.17,1
07/04/2023,1,10,0.11,1.17,1
08/04/2023,1,10,0.1,1.17,1
02/04/2023,1,0,0.09,1,1
03/04/2023,1,0,0.03,1,1
04/04/2023,1,0,0.08,1,1
05/04/2023,1,0,0.03,1,1
06/04/2023,1,0,0.06,1,1
07/04/2023,1,0,0.08,1,1
08/04/2023,1,0,0.09,1,1
02/04/2023,0,50,0.1,0.83,1
03/04/2023,0,50,0.03,0.83,1
04/04/2023,0,50,0.09,0.83,1
05/04/2023,0,50,0.04,0.83,1
06/04/2023,0,50,0.06,0.83,1
07/04/2023,0,50,0.08,0.83,1
08/04/2023,0,50,0.08,0.83,1
02/04/2023,0,40,0.11,0.67,1
03/04/2023,0,40,0.05,0.67,1
04/04/2023,0,40,0.08,0.67,1
05/04/2023,0,40,0.05,0.67,1
06/04/2023,0,40,0.05,0.67,1
07/04/2023,0,40,0.1,0.67,1
08/04/2023,0,40,0.09,0.67,1
02/04/2023,0,30,0.1,0.5,1
03/04/2023,0,30,0.04,0.5,1
04/04/2023,0,30,0.08,0.5,1
05/04/2023,0,30,0.04,0.5,1
06/04/2023,0,30,0.06,0.5,1
07/04/2023,0,30,0.11,0.5,1
08/04/2023,0,30,0.11,0.5,1
02/04/2023,0,20,0.12,0.33,1
03/04/2023,0,20,0.04,0.33,1
04/04/2023,0,20,0.07,0.33,1
05/04/2023,0,20,0.06,0.33,1
06/04/2023,0,20,0.06,0.33,1
07/04/2023,0,20,0.09,0.33,1
08/04/2023,0,20,0.09,0.33,1
02/04/2023,0,10,0.11,0.17,1
03/04/2023,0,10,0.06,0.17,1
04/04/2023,0,10,0.08,0.17,1
05/04/2023,0,10,0.06,0.17,1
06/04/2023,0,10,0.06,0.17,1
07/04/2023,0,10,0.1,0.17,1
08/04/2023,0,10,0.08,0.17,1
02/04/2023,0,0,0.12,0,1
03/04/2023,0,0,0.07,0,1
04/04/2023,0,0,0.09,0,1
05/04/2023,0,0,0.06,0,1
06/04/2023,0,0,0.05,0,1
07/04/2023,0,0,0.18,0,1
08/04/2023,0,0,0.09,0,1
11/04/2023,23,50,256.98,23.83,-1
11/04/2023,23,50,256.98,23.83,-1
16/04/2023,23,40,1178.87,23.67,-1
18/04/2023,23,40,178.87,23.67,-1
11/04/2023,23,30,879.65,23.5,-1
15/04/2023,23,30,198.65,23.5,-1
16/04/2023,23,30,100.67,23.5,-1
16/04/2023,23,30,9000.67,23.5,-1
16/04/2023,23,30,9000.67,23.5,-1
11/04/2023,23,20,200.56,23.33,-1
12/04/2023,23,20,203.33,23.33,-1
13/04/2023,23,20,1099.87,23.33,-1
14/04/2023,23,20,6570.88,23.33,-1
15/04/2023,23,20,1978.88,23.33,-1
16/04/2023,23,20,563.46,23.33,-1
17/04/2023,23,20,14563.46,23.33,-1
18/04/2023,23,20,14876.54,23.33,-1
19/04/2023,23,20,16763.46,23.33,-1
20/04/2023,23,20,163.09,23.33,-1
18/04/2023,23,20,14876.54,23.33,-1
13/04/2023,23,20,1099.87,23.33,-1
11/04/2023,23,20,200.56,23.33,-1
15/04/2023,23,10,368.98,23.17,-1
15/04/2023,23,10,368.98,23.17,-1
11/04/2023,23,0,400.76,23,-1
12/04/2023,23,0,243.11,23,-1
16/04/2023,23,0,5676.87,23,-1
17/04/2023,23,0,13476.87,23,-1
17/04/2023,23,0,13476.87,23,-1
11/04/2023,22,50,4367.98,22.83,-1
16/04/2023,22,50,6526.45,22.83,-1
17/04/2023,22,50,222.11,22.83,-1
18/04/2023,22,50,1896.42,22.83,-1
19/04/2023,22,50,1487.45,22.83,-1
20/04/2023,22,50,786.45,22.83,-1
18/04/2023,22,50,1896.42,22.83,-1
11/04/2023,22,40,3389.09,22.67,-1
12/04/2023,22,40,2389.22,22.67,-1
13/04/2023,22,40,7839.11,22.67,-1
14/04/2023,22,40,309.13,22.67,-1
15/04/2023,22,40,5079.11,22.67,-1
20/04/2023,22,40,14376.46,22.67,-1
11/04/2023,22,40,3389.09,22.67,-1
20/04/2023,22,40,14376.46,22.67,-1
12/04/2023,22,40,2389.22,22.67,-1
11/04/2023,22,30,2780.98,22.5,-1
12/04/2023,22,30,5233.22,22.5,-1
13/04/2023,22,30,780.28,22.5,-1
14/04/2023,22,30,8720.21,22.5,-1
15/04/2023,22,30,7630.11,22.5,-1
16/04/2023,22,30,290.76,22.5,-1
17/04/2023,22,30,938.22,22.5,-1
18/04/2023,22,30,9878.22,22.5,-1
19/04/2023,22,30,1998.09,22.5,-1
20/04/2023,22,30,12902.11,22.5,-1
11/04/2023,22,30,2780.98,22.5,-1
20/04/2023,22,30,12902.11,22.5,-1
20/04/2023,22,30,12902.11,22.5,-1
13/04/2023,22,30,780.28,22.5,-1
20/04/2023,22,30,12902.11,22.5,-1
13/04/2023,22,30,780.28,22.5,-1
19/04/2023,22,30,1998.09,22.5,-1
13/04/2023,22,30,780.28,22.5,-1
11/04/2023,22,20,1567.67,22.33,-1
12/04/2023,22,20,5328.67,22.33,-1
13/04/2023,22,20,3428.44,22.33,-1
14/04/2023,22,20,6788.64,22.33,-1
15/04/2023,22,20,8978.22,22.33,-1
16/04/2023,22,20,13687.54,22.33,-1
17/04/2023,22,20,7687.54,22.33,-1
18/04/2023,22,20,18787.33,22.33,-1
19/04/2023,22,20,12877.22,22.33,-1
20/04/2023,22,20,16345.3,22.33,-1
17/04/2023,22,20,7687.54,22.33,-1
13/04/2023,22,20,3428.44,22.33,-1
11/04/2023,22,20,1567.67,22.33,-1
18/04/2023,22,20,18787.33,22.33,-1
11/04/2023,22,20,1567.67,22.33,-1
11/04/2023,22,10,802.98,22.17,-1
12/04/2023,22,10,5734.98,22.17,-1
16/04/2023,22,10,723.5,22.17,-1
17/04/2023,22,10,13687.56,22.17,-1
18/04/2023,22,10,4587.56,22.17,-1
19/04/2023,22,10,3224.5,22.17,-1
20/04/2023,22,10,1566.3,22.17,-1
17/04/2023,22,10,13687.56,22.17,-1
16/04/2023,22,10,723.5,22.17,-1
11/04/2023,22,0,5409.65,22,-1
16/04/2023,22,0,4676.45,22,-1
17/04/2023,22,0,13676.33,22,-1
18/04/2023,22,0,1897.99,22,-1
18/04/2023,22,0,8766.45,22,-1
20/04/2023,22,0,17696.11,22,-1
20/04/2023,22,0,17696.11,22,-1
11/04/2023,22,0,5409.65,22,-1
18/04/2023,22,0,8766.45,22,-1
18/04/2023,22,0,8766.45,22,-1
11/04/2023,21,50,5543.9,21.83,-1
16/04/2023,21,50,13653.76,21.83,-1
17/04/2023,21,50,5543.9,21.83,-1
17/04/2023,21,50,5543.9,21.83,-1
17/04/2023,21,50,5543.9,21.83,-1
11/04/2023,21,40,5689.97,21.67,-1
16/04/2023,21,40,13476.43,21.67,-1
17/04/2023,21,40,4689.97,21.67,-1
16/04/2023,21,40,13476.43,21.67,-1
11/04/2023,21,30,5758.98,21.5,-1
16/04/2023,21,30,13877.53,21.5,-1
17/04/2023,21,30,3758.98,21.5,-1
11/04/2023,21,20,6045.87,21.33,-1
16/04/2023,21,20,12664.56,21.33,-1
17/04/2023,21,20,2045.87,21.33,-1
16/04/2023,21,20,12664.56,21.33,-1
11/04/2023,21,10,6789.34,21.17,-1
16/04/2023,21,10,11455.76,21.17,-1
17/04/2023,21,10,1789.34,21.17,-1
11/04/2023,21,10,6789.34,21.17,-1
11/04/2023,21,0,9645.98,21,-1
16/04/2023,21,0,11222.45,21,-1
17/04/2023,21,0,1645.98,21,-1
09/04/2023,5,50,3320.98,5.83,-1
12/04/2023,5,50,6098.46,5.83,-1
12/04/2023,5,50,6098.46,5.83,-1
09/04/2023,5,50,3320.98,5.83,-1
12/04/2023,5,50,6098.46,5.83,-1
09/04/2023,5,40,4300.65,5.67,-1
12/04/2023,5,40,979.04,5.67,-1
13/04/2023,5,40,1892.33,5.67,-1
13/04/2023,5,40,1892.33,5.67,-1
13/04/2023,5,40,1892.33,5.67,-1
09/04/2023,5,40,4300.65,5.67,-1
09/04/2023,5,40,4300.65,5.67,-1
13/04/2023,5,40,1892.33,5.67,-1
09/04/2023,5,30,1300.56,5.5,-1
12/04/2023,5,30,7698.98,5.5,-1
13/04/2023,5,30,7658.78,5.5,-1
21/04/2023,5,30,1453.99,5.5,-1
12/04/2023,5,30,7698.98,5.5,-1
09/04/2023,5,30,1300.56,5.5,-1
12/04/2023,5,20,6676.03,5.33,-1
13/04/2023,5,20,15334.22,5.33,-1
12/04/2023,5,20,6676.03,5.33,-1
12/04/2023,5,20,6676.03,5.33,-1
20/04/2023,5,10,6532.23,5.17,-1
20/04/2023,5,10,6532.23,5.17,-1
09/04/2023,5,0,1200.76,5,-1
12/04/2023,5,0,76.09,5,-1
19/04/2023,5,0,13423.3,5,-1
09/04/2023,5,0,1200.76,5,-1
09/04/2023,4,50,420.2,4.83,-1
12/04/2023,4,50,6877.54,4.83,-1
09/04/2023,4,40,245.76,4.67,-1
12/04/2023,4,40,698.34,4.67,-1
13/04/2023,4,40,7659.22,4.67,-1
09/04/2023,4,40,245.76,4.67,-1
12/04/2023,4,40,698.34,4.67,-1
09/04/2023,4,30,35.76,4.5,-1
12/04/2023,4,30,7098.65,4.5,-1
09/04/2023,4,20,3339.56,4.33,-1
09/04/2023,4,10,3336.57,4.17,-1
12/04/2023,4,10,67,4.17,-1
13/04/2023,4,10,87.3,4.17,-1
14/04/2023,4,10,9998.11,4.17,-1
15/04/2023,4,10,198.7,4.17,-1
16/04/2023,4,10,187.56,4.17,-1
09/04/2023,4,10,3336.57,4.17,-1
15/04/2023,4,10,198.7,4.17,-1
12/04/2023,4,10,67,4.17,-1
09/04/2023,4,0,1334.54,4,-1
12/04/2023,4,0,56.01,4,-1
12/04/2023,4,0,56.01,4,-1
09/04/2023,4,0,1334.54,4,-1
09/04/2023,4,0,1334.54,4,-1
09/04/2023,3,50,12233.43,3.83,-1
12/04/2023,3,50,5784.67,3.83,-1
13/04/2023,3,50,3384.27,3.83,-1
14/04/2023,3,50,3484.11,3.83,-1
15/04/2023,3,50,1184.67,3.83,-1
16/04/2023,3,50,15784.67,3.83,-1
14/04/2023,3,50,3484.11,3.83,-1
09/04/2023,3,50,12233.43,3.83,-1
16/04/2023,3,50,15784.67,3.83,-1
09/04/2023,3,40,1398.34,3.67,-1
12/04/2023,3,40,18000.26,3.67,-1
13/04/2023,3,40,12400.76,3.67,-1
12/04/2023,3,40,18000.26,3.67,-1
09/04/2023,3,40,1398.34,3.67,-1
09/04/2023,3,30,3438.55,3.5,-1
12/04/2023,3,30,7420.76,3.5,-1
12/04/2023,3,30,17400.76,3.5,-1
12/04/2023,3,30,17400.76,3.5,-1
09/04/2023,3,20,4670.45,3.33,-1
12/04/2023,3,20,4006.76,3.33,-1
09/04/2023,3,20,4670.45,3.33,-1
09/04/2023,3,10,4350.32,3.17,-1
12/04/2023,3,10,3800.87,3.17,-1
12/04/2023,3,10,13800.87,3.17,-1
09/04/2023,3,10,4350.32,3.17,-1
12/04/2023,3,10,3800.87,3.17,-1
09/04/2023,3,0,4342.45,3,-1
12/04/2023,3,0,37.98,3,-1
12/04/2023,3,0,18937.98,3,-1
13/04/2023,3,0,17.2,3,-1
14/04/2023,3,0,27.22,3,-1
15/04/2023,3,0,7,3,-1
12/04/2023,3,0,37.98,3,-1
13/04/2023,3,0,17.2,3,-1
12/04/2023,3,0,37.98,3,-1
09/04/2023,2,50,10233.77,2.83,-1
12/04/2023,2,50,18006.22,2.83,-1
13/04/2023,2,50,19006.98,2.83,-1
12/04/2023,2,50,18006.22,2.83,-1
09/04/2023,2,40,234.19,2.67,-1
12/04/2023,2,40,35.87,2.67,-1
13/04/2023,2,40,35.22,2.67,-1
14/04/2023,2,40,15.33,2.67,-1
15/04/2023,2,40,8.82,2.67,-1
16/04/2023,2,40,15.7,2.67,-1
14/04/2023,2,40,15.33,2.67,-1
13/04/2023,2,40,35.22,2.67,-1
15/04/2023,2,40,8.82,2.67,-1
16/04/2023,2,40,15.7,2.67,-1
14/04/2023,2,40,15.33,2.67,-1
15/04/2023,2,40,8.82,2.67,-1
09/04/2023,2,30,2233.54,2.5,-1
12/04/2023,2,30,5474.87,2.5,-1
21/04/2023,2,30,15264.44,2.5,-1
12/04/2023,2,30,5474.87,2.5,-1
21/04/2023,2,30,15264.44,2.5,-1
12/04/2023,2,30,5474.87,2.5,-1
09/04/2023,2,20,233.44,2.33,-1
12/04/2023,2,20,3355.78,2.33,-1
09/04/2023,2,20,233.44,2.33,-1
09/04/2023,2,20,233.44,2.33,-1
09/04/2023,2,10,140.44,2.17,-1
12/04/2023,2,10,13300.56,2.17,-1
13/04/2023,2,10,18270.22,2.17,-1
14/04/2023,2,10,100.22,2.17,-1
15/04/2023,2,10,10.6,2.17,-1
16/04/2023,2,10,12.22,2.17,-1
20/04/2023,2,10,10344.3,2.17,-1
20/04/2023,2,10,10344.3,2.17,-1
20/04/2023,2,10,10344.3,2.17,-1
16/04/2023,2,10,12.22,2.17,-1
16/04/2023,2,10,12.22,2.17,-1
15/04/2023,2,10,10.6,2.17,-1
09/04/2023,2,10,140.44,2.17,-1
14/04/2023,2,10,100.22,2.17,-1
09/04/2023,2,0,11230.44,2,-1
13/04/2023,2,0,30.78,2,-1
14/04/2023,2,0,50.4,2,-1
15/04/2023,2,0,334.2,2,-1
16/04/2023,2,0,32.76,2,-1
17/04/2023,2,0,13320.78,2,-1
19/04/2023,2,0,8745.4,2,-1
16/04/2023,2,0,32.76,2,-1
09/04/2023,2,0,11230.44,2,-1
09/04/2023,2,0,11230.44,2,-1
09/04/2023,1,50,1345.66,1.83,-1
12/04/2023,1,50,0.11,1.83,-1
13/04/2023,1,50,10.87,1.83,-1
14/04/2023,1,50,3.2,1.83,-1
15/04/2023,1,50,3.88,1.83,-1
16/04/2023,1,50,30.13,1.83,-1
15/04/2023,1,50,3.88,1.83,-1
16/04/2023,1,50,30.13,1.83,-1
15/04/2023,1,50,3.88,1.83,-1
16/04/2023,1,50,30.13,1.83,-1
09/04/2023,1,50,1345.66,1.83,-1
16/04/2023,1,50,30.13,1.83,-1
09/04/2023,1,40,12356.76,1.67,-1
12/04/2023,1,40,24.98,1.67,-1
12/04/2023,1,40,13324.98,1.67,-1
13/04/2023,1,40,23.1,1.67,-1
14/04/2023,1,40,14.98,1.67,-1
15/04/2023,1,40,4.87,1.67,-1
