Date,Hour,Minute,Lux,Float time value,Label
05/04/2023,8,10,2129.65,8.17,1
05/04/2023,8,0,1112.34,8,1
05/04/2023,7,50,714.8,7.83,1
05/04/2023,7,40,698.54,7.67,1
05/04/2023,7,30,589.65,7.5,1
05/04/2023,7,20,478.09,7.33,1
05/04/2023,7,10,343.98,7.17,1
05/04/2023,7,0,243.21,7,1
05/04/2023,6,50,136.98,6.83,1
05/04/2023,6,40,127.91,6.67,1
05/04/2023,6,30,75.93,6.5,1
05/04/2023,6,20,72.23,6.33,1
05/04/2023,6,10,68.67,6.17,1
05/04/2023,6,0,47.6,6,1
06/04/2023,12,50,8165.98,12.83,1
06/04/2023,12,40,8109.76,12.67,1
06/04/2023,12,30,8500.65,12.5,1
06/04/2023,12,20,8489.25,12.33,1
06/04/2023,12,10,8367.87,12.17,1
06/04/2023,12,0,8402.35,12,1
06/04/2023,11,50,7682.98,11.83,1
06/04/2023,11,40,7612.25,11.67,1
06/04/2023,11,30,7734.25,11.5,1
06/04/2023,11,20,7628.64,11.33,1
06/04/2023,11,10,7578.67,11.17,1
06/04/2023,11,0,6563.34,11,1
06/04/2023,10,50,6452.16,10.83,1
06/04/2023,10,40,6456.01,10.67,1
06/04/2023,10,30,5878.65,10.5,1
06/04/2023,10,20,5129.54,10.33,1
06/04/2023,10,10,4945.25,10.17,1
06/04/2023,10,0,4860.35,10,1
06/04/2023,9,50,4098.09,9.83,1
06/04/2023,9,40,3659.45,9.67,1
06/04/2023,9,30,3600.76,9.5,1
06/04/2023,9,20,4060.65,9.33,1
06/04/2023,9,10,4138.98,9.17,1
06/04/2023,9,0,4449.78,9,1
06/04/2023,8,50,4446.09,8.83,1
06/04/2023,8,40,4355.78,8.67,1
06/04/2023,8,30,3240.67,8.5,1
06/04/2023,8,20,2821.78,8.33,1
06/04/2023,8,10,1854.12,8.17,1
06/04/2023,8,0,1719.41,8,1
06/04/2023,7,50,1196.8,7.83,1
06/04/2023,6,40,544.5,6.67,1
06/04/2023,6,0,254.2,6,1
07/04/2023,12,50,11246.98,12.83,1
07/04/2023,12,40,11270.08,12.67,1
07/04/2023,12,30,11239.76,12.5,1
07/04/2023,11,20,9609.87,11.33,1
07/04/2023,9,10,5835.21,9.17,1
07/04/2023,9,0,5501.3,9,1
07/04/2023,8,50,4008.37,8.83,1
07/04/2023,8,40,3980.72,8.67,1
07/04/2023,8,30,2670.76,8.5,1
07/04/2023,8,20,2632.38,8.33,1
07/04/2023,8,10,2529.74,8.17,1
07/04/2023,6,50,556.87,6.83,1
07/04/2023,6,40,542.45,6.67,1
07/04/2023,6,30,422.1,6.5,1
07/04/2023,6,20,435.4,6.33,1
07/04/2023,6,10,338,6.17,1
07/04/2023,6,0,235.33,6,1
09/04/2023,12,30,18832.2,12.5,-1
09/04/2023,12,10,18900.76,12.17,-1
09/04/2023,11,10,17931.17,11.17,-1
09/04/2023,11,0,19993.32,11,-1
09/04/2023,10,40,19932.3,10.67,-1
09/04/2023,9,20,18000.34,9.33,-1
09/04/2023,8,40,13432.34,8.67,-1
09/04/2023,8,0,9876.32,8,-1
09/04/2023,7,50,5865.34,7.83,-1
09/04/2023,7,40,4766.2,7.67,-1
09/04/2023,7,0,3456.5,7,-1
09/04/2023,6,50,18450.87,6.83,-1
09/04/2023,6,40,14007.45,6.67,-1
09/04/2023,6,30,14000.56,6.5,-1
09/04/2023,6,20,12000.46,6.33,-1
09/04/2023,6,10,16808.43,6.17,-1
09/04/2023,6,0,2290.56,6,-1
10/04/2023,12,30,19943.29,12.5,-1
10/04/2023,9,20,18723.43,9.33,-1
10/04/2023,8,40,17634.23,8.67,-1
10/04/2023,8,0,8643.23,8,-1
11/04/2023,12,30,18932.21,12.5,-1
11/04/2023,9,20,19824.23,9.33,-1
11/04/2023,8,40,19374.23,8.67,-1
11/04/2023,8,0,7433.3,8,-1
12/04/2023,12,30,19911.09,12.5,-1
12/04/2023,9,20,18999.9,9.33,-1
12/04/2023,8,40,17342.3,8.67,-1
12/04/2023,6,30,7659.76,6.5,-1
12/04/2023,6,20,1900.87,6.33,-1
12/04/2023,6,10,500.67,6.17,-1
12/04/2023,6,0,5000.57,6,-1
13/04/2023,12,30,18901.3,12.5,-1
13/04/2023,10,30,19890.14,10.5,-1
13/04/2023,7,50,17989.87,7.83,-1
13/04/2023,7,30,19768.87,7.5,-1
13/04/2023,7,10,5763.4,7.17,-1
13/04/2023,7,0,14004.4,7,-1
13/04/2023,6,50,4037.8,6.83,-1
13/04/2023,6,40,7469.76,6.67,-1
13/04/2023,6,30,8567.4,6.5,-1
13/04/2023,6,20,9786.8,6.33,-1
13/04/2023,6,10,870.99,6.17,-1
13/04/2023,6,0,6789.9,6,-1
14/04/2023,12,50,19813.21,12.83,-1
14/04/2023,12,10,19987.56,12.17,-1
14/04/2023,11,30,19760.56,11.5,-1
14/04/2023,10,30,18233.4,10.5,-1
14/04/2023,8,0,17664.4,8,-1
14/04/2023,7,10,7834.5,7.17,-1
14/04/2023,7,0,5467.54,7,-1
14/04/2023,6,50,4990.12,6.83,-1
14/04/2023,6,40,6543.98,6.67,-1
14/04/2023,6,30,12298.67,6.5,-1
14/04/2023,6,20,7485.87,6.33,-1
14/04/2023,6,10,990.11,6.17,-1
14/04/2023,6,0,8756.87,6,-1
15/04/2023,12,10,18670.2,12.17,-1
15/04/2023,10,30,19332.33,10.5,-1
15/04/2023,7,10,13873.22,7.17,-1
15/04/2023,7,0,6734.6,7,-1
15/04/2023,6,50,1998.56,6.83,-1
15/04/2023,6,40,3098.67,6.67,-1
15/04/2023,6,30,14567.98,6.5,-1
15/04/2023,6,20,3546.98,6.33,-1
15/04/2023,6,10,987.88,6.17,-1
15/04/2023,6,0,9876.87,6,-1
16/04/2023,12,50,17913.2,12.83,-1
16/04/2023,12,10,18679.3,12.17,-1
16/04/2023,11,30,19910.56,11.5,-1
16/04/2023,10,30,17653.2,10.5,-1
16/04/2023,9,40,18367.2,9.67,-1
16/04/2023,8,0,19823.2,8,-1
16/04/2023,7,30,17827.76,7.5,-1
16/04/2023,7,0,19763.2,7,-1
16/04/2023,6,50,3455.67,6.83,-1
16/04/2023,6,40,3456.87,6.67,-1
16/04/2023,6,30,10998.8,6.5,-1
16/04/2023,6,20,3546.11,6.33,-1
16/04/2023,6,10,600.67,6.17,-1
16/04/2023,6,0,7689.9,6,-1
17/04/2023,12,10,17999.89,12.17,-1
17/04/2023,11,30,19222.32,11.5,-1
17/04/2023,10,30,19932.3,10.5,-1
17/04/2023,9,40,17090,9.67,-1
17/04/2023,8,0,15763.4,8,-1
17/04/2023,7,40,16879.98,7.67,-1
17/04/2023,7,20,8723.3,7.33,-1
17/04/2023,7,0,19870.98,7,-1
17/04/2023,6,50,9980.09,6.83,-1
17/04/2023,6,40,4567.98,6.67,-1
18/04/2023,12,10,19889.22,12.17,-1
18/04/2023,9,40,18873.2,9.67,-1
19/04/2023,9,40,18732.32,9.67,-1
19/04/2023,6,30,10998.8,6.5,-1
19/04/2023,6,20,3546.11,6.33,-1
19/04/2023,6,10,600.67,6.17,-1
19/04/2023,6,0,7689.9,6,-1
20/04/2023,12,10,17999.89,12.17,-1
20/04/2023,11,30,19222.32,11.5,-1
20/04/2023,10,30,19932.3,10.5,-1
20/04/2023,9,40,17090,9.67,-1
20/04/2023,8,0,15763.4,8,-1
20/04/2023,7,40,16879.98,7.67,-1
20/04/2023,7,20,8723.3,7.33,-1
20/04/2023,7,0,19870.98,7,-1
20/04/2023,6,50,9980.09,6.83,-1
20/04/2023,7,20,8723.3,7.33,-1
20/04/2023,7,0,19870.98,7,-1
20/04/2023,6,50,9980.09,6.83,-1
09/04/2023,11,10,17931.17,11.17,-1
09/04/2023,11,0,19993.32,11,-1
09/04/2023,10,40,19932.3,10.67,-1
09/04/2023,9,20,18000.34,9.33,-1
09/04/2023,8,40,13432.34,8.67,-1
09/04/2023,8,0,9876.32,8,-1
09/04/2023,7,50,5865.34,7.83,-1
09/04/2023,7,40,4766.2,7.67,-1
09/04/2023,7,0,3456.5,7,-1
09/04/2023,6,50,18450.87,6.83,-1
09/04/2023,6,40,14007.45,6.67,-1
09/04/2023,6,30,14000.56,6.5,-1
09/04/2023,6,20,12000.46,6.33,-1
09/04/2023,6,10,16808.43,6.17,-1
09/04/2023,6,0,2290.56,6,-1
10/04/2023,12,30,19943.29,12.5,-1
10/04/2023,9,20,18723.43,9.33,-1
10/04/2023,8,40,17634.23,8.67,-1
09/04/2023,11,10,17931.17,11.17,-1
09/04/2023,11,0,19993.32,11,-1
09/04/2023,10,40,19932.3,10.67,-1
09/04/2023,9,20,18000.34,9.33,-1
09/04/2023,8,40,13432.34,8.67,-1
09/04/2023,8,0,9876.32,8,-1
09/04/2023,7,50,5865.34,7.83,-1
09/04/2023,7,40,4766.2,7.67,-1
09/04/2023,7,0,3456.5,7,-1
09/04/2023,6,50,18450.87,6.83,-1
09/04/2023,6,40,14007.45,6.67,-1
09/04/2023,6,30,14000.56,6.5,-1
09/04/2023,6,20,12000.46,6.33,-1
09/04/2023,6,10,16808.43,6.17,-1
09/04/2023,6,0,2290.56,6,-1
10/04/2023,12,30,19943.29,12.5,-1
10/04/2023,9,20,18723.43,9.33,-1
10/04/2023,8,40,17634.23,8.67,-1
