Date,Hour,Minute,Lux,Float time value,Label
06/04/2023,16,20,4452.54,16.33,1
07/04/2023,16,20,3904.02,16.33,1
08/04/2023,16,20,3853.82,16.33,1
02/04/2023,16,10,8400.57,16.17,1
03/04/2023,16,10,3634.09,16.17,1
04/04/2023,16,10,4745.98,16.17,1
05/04/2023,16,10,5900.12,16.17,1
06/04/2023,16,10,5000.01,16.17,1
07/04/2023,16,10,3876.37,16.17,1
08/04/2023,16,10,4008.64,16.17,1
02/04/2023,16,0,9285.12,16,1
03/04/2023,16,0,3845.48,16,1
04/04/2023,16,0,5765.34,16,1
05/04/2023,16,0,6043.09,16,1
06/04/2023,16,0,5437.56,16,1
07/04/2023,16,0,3957.37,16,1
08/04/2023,16,0,4327.82,16,1
02/04/2023,15,50,9460.1,15.83,1
03/04/2023,15,50,4331.09,15.83,1
04/04/2023,15,50,6076.45,15.83,1
05/04/2023,15,50,6320.34,15.83,1
06/04/2023,15,50,5943.67,15.83,1
07/04/2023,15,50,4187.46,15.83,1
08/04/2023,15,50,4665.2,15.83,1
02/04/2023,15,40,9909.13,15.67,1
03/04/2023,15,40,4420.13,15.67,1
04/04/2023,15,40,6205.23,15.67,1
05/04/2023,15,40,6334.02,15.67,1
06/04/2023,15,40,6020.35,15.67,1
07/04/2023,15,40,4465.3,15.67,1
08/04/2023,15,40,5978.87,15.67,1
02/04/2023,15,30,9954.67,15.5,1
03/04/2023,15,30,4834.78,15.5,1
04/04/2023,15,30,6367.56,15.5,1
05/04/2023,15,30,6867.45,15.5,1
06/04/2023,15,30,6295.26,15.5,1
07/04/2023,15,30,4500.35,15.5,1
08/04/2023,15,30,6988.66,15.5,1
02/04/2023,15,20,10000.62,15.33,1
03/04/2023,15,20,5256.37,15.33,1
04/04/2023,15,20,6491.02,15.33,1
05/04/2023,15,20,7212.67,15.33,1
06/04/2023,15,20,6756.46,15.33,1
07/04/2023,15,20,5045.14,15.33,1
08/04/2023,15,20,8988.65,15.33,1
02/04/2023,15,10,10520.12,15.17,1
03/04/2023,15,10,5478.36,15.17,1
04/04/2023,15,10,7622.5,15.17,1
05/04/2023,15,10,7375.48,15.17,1
06/04/2023,15,10,6994.67,15.17,1
07/04/2023,15,10,5295.37,15.17,1
08/04/2023,15,10,9989.17,15.17,1
02/04/2023,15,0,11094.27,15,1
03/04/2023,15,0,5583.98,15,1
04/04/2023,15,0,7973.22,15,1
05/04/2023,15,0,7429.01,15,1
06/04/2023,15,0,6767.87,15,1
07/04/2023,15,0,5503.76,15,1
08/04/2023,15,0,10001.98,15,1
02/04/2023,14,50,11368.94,14.83,1
03/04/2023,14,50,6044.89,14.83,1
04/04/2023,14,50,8900.09,14.83,1
05/04/2023,14,50,7648.34,14.83,1
06/04/2023,14,50,7799.67,14.83,1
07/04/2023,14,50,6653.76,14.83,1
08/04/2023,14,50,11165.01,14.83,1
02/04/2023,14,40,11998.97,14.67,1
03/04/2023,14,40,6167.46,14.67,1
04/04/2023,14,40,9898.11,14.67,1
05/04/2023,14,40,8847.12,14.67,1
06/04/2023,14,40,7702.67,14.67,1
07/04/2023,14,40,7567.76,14.67,1
08/04/2023,14,40,12287.8,14.67,1
02/04/2023,14,30,12483.98,14.5,1
03/04/2023,14,30,6889,14.5,1
04/04/2023,14,30,10429.78,14.5,1
05/04/2023,14,30,8809.2,14.5,1
06/04/2023,14,30,7799.64,14.5,1
07/04/2023,14,30,7600.37,14.5,1
08/04/2023,14,30,13326.67,14.5,1
02/04/2023,14,20,12578.65,14.33,1
03/04/2023,14,20,6704.8,14.33,1
04/04/2023,14,20,11237.87,14.33,1
05/04/2023,14,20,8967.35,14.33,1
06/04/2023,14,20,7690.46,14.33,1
07/04/2023,14,20,7835.25,14.33,1
08/04/2023,14,20,13234.22,14.33,1
02/04/2023,14,10,12699.76,14.17,1
03/04/2023,14,10,6967.87,14.17,1
04/04/2023,14,10,12241.67,14.17,1
05/04/2023,14,10,8804.67,14.17,1
06/04/2023,14,10,8075.64,14.17,1
07/04/2023,14,10,8197.26,14.17,1
08/04/2023,14,10,13409.36,14.17,1
02/04/2023,14,0,12598.98,14,1
03/04/2023,14,0,6909.65,14,1
04/04/2023,14,0,13053.87,14,1
05/04/2023,14,0,8399.09,14,1
06/04/2023,14,0,8156.87,14,1
07/04/2023,14,0,9500.4,14,1
08/04/2023,14,0,14493.45,14,1
02/04/2023,13,50,12761.91,13.83,1
03/04/2023,13,50,6778.46,13.83,1
04/04/2023,13,50,13267.43,13.83,1
05/04/2023,13,50,8867.45,13.83,1
06/04/2023,13,50,8298.46,13.83,1
07/04/2023,13,50,9978.87,13.83,1
08/04/2023,13,50,14501.56,13.83,1
02/04/2023,13,40,12749.98,13.67,1
03/04/2023,13,40,6509.83,13.67,1
04/04/2023,13,40,14191.67,13.67,1
05/04/2023,13,40,8107.45,13.67,1
06/04/2023,13,40,8431.09,13.67,1
07/04/2023,13,40,10002.32,13.67,1
08/04/2023,13,40,14526.34,13.67,1
02/04/2023,13,30,12907.39,13.5,1
03/04/2023,13,30,6279.9,13.5,1
04/04/2023,13,30,14200.21,13.5,1
05/04/2023,13,30,8109.89,13.5,1
06/04/2023,13,30,8472.64,13.5,1
07/04/2023,13,30,10273.92,13.5,1
08/04/2023,13,30,15556.89,13.5,1
02/04/2023,13,20,12293.2,13.33,1
03/04/2023,13,20,6703.32,13.33,1
04/04/2023,13,20,14568.5,13.33,1
05/04/2023,13,20,8213.01,13.33,1
06/04/2023,13,20,8309.74,13.33,1
07/04/2023,13,20,10436.37,13.33,1
08/04/2023,13,20,16600.89,13.33,1
02/04/2023,13,10,12289.91,13.17,1
03/04/2023,13,10,7030.8,13.17,1
04/04/2023,13,10,15289.1,13.17,1
05/04/2023,13,10,7812.87,13.17,1
06/04/2023,13,10,8019.45,13.17,1
07/04/2023,13,10,10978.84,13.17,1
08/04/2023,13,10,16624.56,13.17,1
02/04/2023,13,0,12107.54,13,1
03/04/2023,13,0,8421.89,13,1
04/04/2023,13,0,15399.43,13,1
05/04/2023,13,0,7983.13,13,1
06/04/2023,13,0,8209.01,13,1
07/04/2023,13,0,11373.87,13,1
08/04/2023,13,0,17676.27,13,1
11/04/2023,20,50,774.09,20.83,-1
12/04/2023,20,50,9870.87,20.83,-1
13/04/2023,20,50,1998.5,20.83,-1
14/04/2023,20,50,587.55,20.83,-1
15/04/2023,20,50,1007,20.83,-1
19/04/2023,20,50,9832.1,20.83,-1
20/04/2023,20,50,12226.34,20.83,-1
11/04/2023,20,40,799.43,20.67,-1
12/04/2023,20,40,699.9,20.67,-1
13/04/2023,20,40,10090.64,20.67,-1
14/04/2023,20,40,3557.98,20.67,-1
15/04/2023,20,40,13667.98,20.67,-1
16/04/2023,20,40,7895.45,20.67,-1
16/04/2023,20,40,12225.45,20.67,-1
17/04/2023,20,40,2.04,20.67,-1
11/04/2023,20,30,976.77,20.5,-1
11/04/2023,20,30,3456.76,20.5,-1
12/04/2023,20,30,2254.2,20.5,-1
13/04/2023,20,30,1224.44,20.5,-1
14/04/2023,20,30,4087.65,20.5,-1
16/04/2023,20,30,4444.2,20.5,-1
11/04/2023,20,20,2340,20.33,-1
12/04/2023,20,20,1872.3,20.33,-1
13/04/2023,20,20,678.76,20.33,-1
14/04/2023,20,20,1982.09,20.33,-1
16/04/2023,20,20,5789.04,20.33,-1
11/04/2023,20,10,17632.9,20.17,-1
12/04/2023,20,10,1992.2,20.17,-1
13/04/2023,20,10,2456.76,20.17,-1
14/04/2023,20,10,7543.09,20.17,-1
15/04/2023,20,10,12567.98,20.17,-1
16/04/2023,20,10,5604.45,20.17,-1
16/04/2023,20,10,12266.45,20.17,-1
11/04/2023,20,0,1652.98,20,-1
12/04/2023,20,0,1786.98,20,-1
13/04/2023,20,0,9542.33,20,-1
14/04/2023,20,0,6522.1,20,-1
15/04/2023,20,0,1992.3,20,-1
17/04/2023,20,0,17762.8,20,-1
18/04/2023,20,0,12256.22,20,-1
11/04/2023,19,50,3992.1,19.83,-1
15/04/2023,19,50,17098.76,19.83,-1
11/04/2023,19,40,12770.9,19.67,-1
15/04/2023,19,40,7779.76,19.67,-1
15/04/2023,19,40,10779.76,19.67,-1
11/04/2023,19,30,9765.76,19.5,-1
15/04/2023,19,30,11998.22,19.5,-1
16/04/2023,19,30,5992.1,19.5,-1
11/04/2023,19,20,16245.76,19.33,-1
15/04/2023,19,20,9999.87,19.33,-1
18/04/2023,19,20,17222.11,19.33,-1
10/04/2023,19,10,18000.87,19.17,-1
15/04/2023,19,10,12263.3,19.17,-1
15/04/2023,19,10,10000.89,19.17,-1
10/04/2023,19,0,4527.87,19,-1
15/04/2023,19,0,5673.23,19,-1
15/04/2023,19,0,16872.23,19,-1
10/04/2023,18,50,120.76,18.83,-1
18/04/2023,18,50,17992.78,18.83,-1
21/04/2023,18,50,14997.78,18.83,-1
12/04/2023,18,40,4990.65,18.67,-1
13/04/2023,18,40,8100.2,18.67,-1
14/04/2023,18,40,5999.78,18.67,-1
18/04/2023,18,40,6821.2,18.67,-1
10/04/2023,18,30,4500.65,18.5,-1
15/04/2023,18,30,9798.56,18.5,-1
15/04/2023,18,30,17698.56,18.5,-1
10/04/2023,18,20,9990.45,18.33,-1
15/04/2023,18,20,9882.12,18.33,-1
15/04/2023,18,20,16823.1,18.33,-1
10/04/2023,18,10,6580.98,18.17,-1
15/04/2023,18,10,7001.4,18.17,-1
15/04/2023,18,10,18001.4,18.17,-1
16/04/2023,18,10,6992,18.17,-1
10/04/2023,18,0,7880.87,18,-1
15/04/2023,17,50,8728.51,17.83,-1
19/04/2023,17,50,13528.51,17.83,-1
10/04/2023,17,30,8986.65,17.5,-1
10/04/2023,17,20,9970.65,17.33,-1
10/04/2023,17,10,8772.99,17.17,-1
15/04/2023,17,10,9000.56,17.17,-1
15/04/2023,17,10,12000.56,17.17,-1
10/04/2023,17,0,17002.3,17,-1
15/04/2023,17,0,9621.76,17,-1
15/04/2023,17,0,15534.76,17,-1
15/04/2023,17,0,10343.3,17,-1
16/04/2023,17,0,8765.23,17,-1
17/04/2023,17,0,19923.2,17,-1
18/04/2023,16,50,17122.56,16.83,-1
20/04/2023,16,50,9800.2,16.83,-1
22/04/2023,16,50,7992.52,16.83,-1
10/04/2023,16,40,7993.21,16.67,-1
10/04/2023,16,30,11003.12,16.5,-1
10/04/2023,16,20,12800.32,16.33,-1
15/04/2023,16,20,9940.32,16.33,-1
15/04/2023,16,20,18362.2,16.33,-1
15/04/2023,16,10,16600.37,16.17,-1
16/04/2023,16,10,12200.37,16.17,-1
17/04/2023,16,0,17825.22,16,-1
18/04/2023,16,0,16992.3,16,-1
19/04/2023,16,0,12999.9,16,-1
10/04/2023,15,50,19000,15.83,-1
15/04/2023,15,50,15623.21,15.83,-1
22/04/2023,15,50,12535.23,15.83,-1
15/04/2023,15,40,11923.23,15.67,-1
16/04/2023,15,40,13899.67,15.67,-1
20/04/2023,15,40,14445.22,15.67,-1
15/04/2023,15,30,17982.2,15.5,-1
16/04/2023,15,30,13982.11,15.5,-1
17/04/2023,15,30,19983.2,15.5,-1
09/04/2023,15,10,16999.64,15.17,-1
09/04/2023,15,0,19936.87,15,-1
18/04/2023,15,0,16987.77,15,-1
19/04/2023,15,0,19822.01,15,-1
14/04/2023,14,50,17823.67,14.83,-1
18/04/2023,14,50,17232.21,14.83,-1
09/04/2023,14,40,17436.87,14.67,-1
15/04/2023,14,40,18698.81,14.67,-1
16/04/2023,14,40,19828.34,14.67,-1
09/04/2023,14,30,18030.76,14.5,-1
16/04/2023,14,30,17999.1,14.5,-1
17/04/2023,14,30,19880.52,14.5,-1
18/04/2023,14,30,16998.8,14.5,-1
15/04/2023,14,10,17672.67,14.17,-1
16/04/2023,14,10,16940.67,14.17,-1
09/04/2023,14,0,17990.86,14,-1
14/04/2023,14,0,19367.56,14,-1
16/04/2023,14,0,19239.4,14,-1
09/04/2023,13,50,18900.87,13.83,-1
14/04/2023,13,50,19927.68,13.83,-1
22/04/2023,13,50,17227.68,13.83,-1
11/04/2023,13,40,18767.6,13.67,-1
14/04/2023,13,40,18924.98,13.67,-1
09/04/2023,13,30,17010.87,13.5,-1
16/04/2023,13,30,18709.7,13.5,-1
17/04/2023,13,30,18910.78,13.5,-1
09/04/2023,13,20,18996.7,13.33,-1
14/04/2023,13,20,19998.23,13.33,-1
15/04/2023,13,20,18292.1,13.33,-1
16/04/2023,13,20,19876.6,13.33,-1
18/04/2023,13,20,19832.76,13.33,-1
10/04/2023,13,10,19332.98,13.17,-1
15/04/2023,13,0,19823.1,13,-1
14/04/2023,13,0,18213.52,13,-1
